,Metric,Type
Gene_79,0.0761493773837938,UCEC
Gene_80,-0.151566493665946,UCEC
Gene_81,-0.2933571369470212,UCEC
Gene_82,-0.1035935494248935,UCEC
Gene_83,0.1125510081530679,UCEC
Gene_84,-0.0171322072558073,UCEC
Gene_85,0.0902783653883577,UCEC
Gene_86,0.1530705173088183,UCEC
Gene_87,-0.0686494327299356,UCEC
Gene_88,0.1428343059358203,UCEC
Gene_89,-0.0640026951552404,UCEC
Gene_90,-0.04516668705283,UCEC
Gene_91,0.0288511682670857,UCEC
Gene_92,0.0886424348464317,UCEC
Gene_93,-0.0541875959206163,UCEC
Gene_94,0.0853276432772846,UCEC
Gene_95,-0.3427586428095681,UCEC
Gene_96,0.2108922867136685,UCEC
Gene_97,0.035429430126011,UCEC
Gene_98,0.1390611215490799,UCEC
Gene_99,0.1904357907193248,UCEC
Gene_100,-0.1270610834133593,UCEC
Gene_101,0.1577470551719668,UCEC
Gene_102,-0.0272291262572061,UCEC
Gene_103,0.1667069011803278,UCEC
Gene_104,-0.3684745499883404,UCEC
Gene_105,-0.1726209512613363,UCEC
Gene_106,-0.0701173331169819,UCEC
Gene_107,-0.2897829976365513,UCEC
Gene_108,0.1316959329927024,UCEC
Gene_109,-0.1222935941857935,UCEC
Gene_110,-0.0067243191251773,UCEC
Gene_111,0.0883240262476546,UCEC
Gene_112,0.1361260409263269,UCEC
Gene_113,0.0007738743898767,UCEC
Gene_114,-0.1462052960733098,UCEC
Gene_115,0.0943465191130526,UCEC
Gene_116,-0.1117390336964924,UCEC
Gene_117,0.2817507071535721,UCEC
Gene_118,0.1569331323905454,UCEC
Gene_119,-0.0295333918896475,UCEC
Gene_120,0.1645168896252273,UCEC
Gene_121,0.2699806249521271,UCEC
Gene_122,0.154497137466899,UCEC
Gene_123,-0.1567444043875637,UCEC
Gene_124,0.1059373909095619,UCEC
Gene_125,-0.0191536994029734,UCEC
Gene_126,-0.0923634018753949,UCEC
Gene_127,0.1168577569626836,UCEC
Gene_128,-0.5267891025679694,UCEC
Gene_129,-0.493804750666427,UCEC
Gene_130,-0.1925695028479341,UCEC
Gene_131,-0.2149135152198046,UCEC
Gene_132,0.1163099949054792,UCEC
Gene_133,-0.1403481683485799,UCEC
Gene_134,-0.0574467016235885,UCEC
Gene_135,0.0526462707351377,UCEC
Gene_136,0.0005743882742219,UCEC
Gene_137,-0.1357879248301304,UCEC
Gene_138,0.1399219108660822,UCEC
Gene_139,-0.0503008285940148,UCEC
Gene_140,0.0524850116072141,UCEC
Gene_141,0.1538921350499514,UCEC
Gene_142,-0.4019473915189192,UCEC
Gene_143,0.0765339943836468,UCEC
Gene_144,-0.0970015102070989,UCEC
Gene_145,0.1619609457087545,UCEC
Gene_146,-0.3834350995092372,UCEC
Gene_147,-0.2384235479936988,UCEC
Gene_148,0.1238025833504897,UCEC
Gene_149,0.0623148326987667,UCEC
Gene_150,0.0388467479797183,UCEC
Gene_151,0.1009799915003976,UCEC
Gene_152,0.0651806717225955,UCEC
Gene_153,-0.0902350251592392,UCEC
Gene_154,-0.0634259254617602,UCEC
Gene_155,-0.0509275352953971,UCEC
Gene_156,0.1214534389280423,UCEC
Gene_157,0.0263062316786055,UCEC
Gene_0,0.1930123378220726,LIHC
Gene_1,0.1352410936340471,LIHC
Gene_2,-0.2354752776114467,LIHC
Gene_3,-0.019112482292714,LIHC
Gene_4,-0.4359470936187331,LIHC
Gene_5,-0.4364969015148973,LIHC
Gene_6,-0.4221459130298454,LIHC
Gene_7,-0.2003497017564814,LIHC
Gene_8,-0.0833021282930901,LIHC
Gene_9,-0.1725161307728827,LIHC
Gene_10,-0.166069627908871,LIHC
Gene_11,0.1033531379349752,LIHC
Gene_12,-0.2522054211915934,LIHC
Gene_13,-0.1288543891989168,LIHC
Gene_14,-0.46194388430359,LIHC
Gene_15,-0.0534771715342746,LIHC
Gene_16,-0.145363406084546,LIHC
Gene_17,-0.3895130531701359,LIHC
Gene_18,-0.1591389272826592,LIHC
Gene_19,-0.4992286267128677,LIHC
Gene_20,-0.1022525634939135,LIHC
Gene_21,-0.1662786428167529,LIHC
Gene_22,-0.4923857848762167,LIHC
Gene_23,-0.1022531757002597,LIHC
Gene_24,0.0745863601107346,LIHC
Gene_25,0.2098772827456166,LIHC
Gene_26,-0.1723254628952621,LIHC
Gene_27,-0.4806596548327418,LIHC
Gene_28,-0.4144213710678446,LIHC
Gene_29,-0.3713046722765215,LIHC
Gene_30,0.1090346279503816,LIHC
Gene_31,-0.0012202490945748,LIHC
Gene_32,-0.5170959592257842,LIHC
Gene_33,-0.1441346229954775,LIHC
Gene_34,-0.2155879382738404,LIHC
Gene_35,-0.2947340303328027,LIHC
Gene_36,0.1803637498809367,LIHC
Gene_37,-0.086331939378459,LIHC
Gene_38,0.0938114940254931,LIHC
Gene_39,0.0823042814466731,LIHC
Gene_40,0.0329385273897594,LIHC
Gene_41,-0.0334676050703645,LIHC
Gene_42,-0.4913504672036209,LIHC
Gene_43,-0.1411778694076939,LIHC
Gene_44,0.2558787897750447,LIHC
Gene_45,0.1203375699971906,LIHC
Gene_46,0.2242462560406349,LIHC
Gene_47,-0.2330815275907538,LIHC
Gene_48,-0.1186498428776081,LIHC
Gene_49,-0.3165746835397725,LIHC
Gene_50,-0.3315272749177604,LIHC
Gene_51,-0.3284326600746947,LIHC
Gene_52,0.0733647426362575,LIHC
Gene_53,0.0001529768963911,LIHC
Gene_54,-0.5667521198819707,LIHC
Gene_55,-0.0600656814639182,LIHC
Gene_56,-0.2666824011244642,LIHC
Gene_57,-0.2427834623392228,LIHC
Gene_58,-0.0082993051133977,LIHC
Gene_59,-0.4980979584737513,LIHC
Gene_60,-0.4387578208572917,LIHC
Gene_61,-0.5820247084058215,LIHC
Gene_62,0.0833790973981873,LIHC
Gene_63,-0.1651892158182816,LIHC
Gene_64,-0.0443524804948954,LIHC
Gene_65,0.0781965404558392,LIHC
Gene_66,-0.0546959206301724,LIHC
Gene_67,-0.0640793680504229,LIHC
Gene_68,0.0712435708660663,LIHC
Gene_69,-0.1103987564638613,LIHC
Gene_70,0.2977122687738998,LIHC
Gene_71,-0.0130067162511728,LIHC
Gene_72,-0.0355091662742529,LIHC
Gene_73,-0.2396344061517015,LIHC
Gene_74,-0.1170392507693452,LIHC
Gene_75,-0.4901839852596921,LIHC
Gene_76,-0.3465919684020684,LIHC
Gene_77,-0.3531615972817247,LIHC
Gene_78,0.0505928091762654,LIHC
Gene_79,0.3329721932951747,LIHC
Gene_80,-0.1698500486669365,LIHC
Gene_81,-0.1337914752866592,LIHC
Gene_82,0.0101401559265066,LIHC
Gene_83,0.0631309708642325,LIHC
Gene_84,0.0125974274891311,LIHC
Gene_85,-0.1661987047732604,LIHC
Gene_86,0.2178850178857439,LIHC
Gene_87,-0.4117901006160669,LIHC
Gene_88,-0.1200519346584764,LIHC
Gene_89,0.1139266717403221,LIHC
Gene_90,-0.143394529881598,LIHC
Gene_91,0.1748692112878749,LIHC
Gene_92,-0.1271508903203206,LIHC
Gene_93,-0.0076292826866513,LIHC
Gene_94,0.0065960190139572,LIHC
Gene_95,-0.1923115741736865,LIHC
Gene_96,0.0553076175378277,LIHC
Gene_97,0.1989506799927238,LIHC
Gene_98,-0.1696737812320045,LIHC
Gene_99,0.2361627639875955,LIHC
Gene_100,-0.4108373871749934,LIHC
Gene_101,-0.091846955355634,LIHC
Gene_102,-0.3816237500535884,LIHC
Gene_103,-0.0360832910431746,LIHC
Gene_104,-0.4169936239894338,LIHC
Gene_105,-0.0638354251530618,LIHC
Gene_106,0.1616030582987818,LIHC
Gene_107,-0.334462288683194,LIHC
Gene_108,0.065564668671088,LIHC
Gene_109,0.1731378687304765,LIHC
Gene_110,0.0950595528790216,LIHC
Gene_111,0.245127247339494,LIHC
Gene_112,-0.0065887861958526,LIHC
Gene_113,-0.0214686207840715,LIHC
Gene_114,-0.4488950163535995,LIHC
Gene_115,0.0170307117844521,LIHC
Gene_116,-0.140449505691868,LIHC
Gene_117,0.1755652807720443,LIHC
Gene_118,-0.0044438558440934,LIHC
Gene_119,-0.1664329259806487,LIHC
Gene_120,0.1784931411479607,LIHC
Gene_121,0.171082544368557,LIHC
Gene_122,0.0352872823755681,LIHC
Gene_123,-0.0363038768781466,LIHC
Gene_124,0.2161642659081435,LIHC
Gene_125,0.2275862628826756,LIHC
Gene_126,-0.1169378941154719,LIHC
Gene_127,-0.3086563487548358,LIHC
Gene_128,-0.4792157809473444,LIHC
Gene_129,-0.1210932745403846,LIHC
Gene_130,-0.1862516427036585,LIHC
Gene_131,-0.1501019038096887,LIHC
Gene_132,-0.040677611396379,LIHC
Gene_133,-0.5078376335168674,LIHC
Gene_134,-0.3369139007023222,LIHC
Gene_135,0.0972817081046519,LIHC
Gene_136,-0.0793957626237759,LIHC
Gene_137,-0.2326823372923147,LIHC
Gene_138,0.1143333950836238,LIHC
Gene_139,0.1789656960901369,LIHC
Gene_140,-0.0092010526857937,LIHC
Gene_141,-0.0088196248058248,LIHC
Gene_142,-0.0948315438607015,LIHC
Gene_143,-0.1118425346470206,LIHC
Gene_144,0.060353541302654,LIHC
Gene_145,0.2104909777635529,LIHC
Gene_146,-0.490253201174918,LIHC
Gene_147,-0.2058739168892794,LIHC
Gene_148,0.0008392387776288,LIHC
Gene_149,0.1218707035378766,LIHC
Gene_150,0.0317483187912515,LIHC
Gene_151,0.0848720540651352,LIHC
Gene_152,-0.037058651425505,LIHC
Gene_153,-0.0457582511744113,LIHC
Gene_154,-0.1270915903317681,LIHC
Gene_155,-0.0993508470342424,LIHC
Gene_156,0.0463502125929728,LIHC
Gene_157,0.1067160358139479,LIHC
Gene_0,0.1331413718097176,THCA
Gene_1,0.0819442147487953,THCA
Gene_2,-0.0661521665298207,THCA
Gene_3,-0.0841841566716305,THCA
Gene_4,-0.1222438095999154,THCA
Gene_5,-0.2680357800967721,THCA
Gene_6,-0.2839167502474496,THCA
Gene_7,-0.0069980374030886,THCA
Gene_8,0.1692598490961953,THCA
Gene_9,-0.0069980423209056,THCA
Gene_10,0.0920135268082364,THCA
Gene_11,-0.0736787935876109,THCA
Gene_12,-0.0154599307578046,THCA
Gene_13,0.0061732584938004,THCA
Gene_14,0.0274900201183044,THCA
Gene_15,-0.2771095198079433,THCA
Gene_16,-0.200967687113879,THCA
Gene_17,-0.3202444941299357,THCA
Gene_18,0.0379786440356341,THCA
Gene_19,-0.1551423478592317,THCA
Gene_20,-0.0313638788991063,THCA
Gene_21,0.0917447387267783,THCA
Gene_22,-0.2772900181637752,THCA
Gene_23,0.1385007600623474,THCA
Gene_24,0.067536737371708,THCA
Gene_25,-0.1132551846005735,THCA
Gene_26,0.0367806472381625,THCA
Gene_27,-0.4072395262176417,THCA
Gene_28,-0.2158238544096855,THCA
Gene_29,-0.0498393650690429,THCA
Gene_30,0.149111790464034,THCA
Gene_31,0.1022552584479933,THCA
Gene_32,-0.1296295871849255,THCA
Gene_33,-0.0095806423975002,THCA
Gene_34,-0.1027730205866217,THCA
Gene_35,0.0798034992854854,THCA
Gene_36,0.1823694521116499,THCA
Gene_37,0.1278230854913968,THCA
Gene_38,-0.090836857460905,THCA
Gene_39,0.1299047580999501,THCA
Gene_40,-0.1160755515651108,THCA
Gene_41,-0.0507514268864014,THCA
Gene_42,-0.3940201987006707,THCA
Gene_43,-0.2346665219607274,THCA
Gene_44,0.0123854992077485,THCA
Gene_45,-0.0713496334959956,THCA
Gene_46,0.1261736875146782,THCA
Gene_47,-0.0858126920829537,THCA
Gene_48,-0.0938549464372149,THCA
Gene_49,-0.2928834061367452,THCA
Gene_50,-0.0959322267390289,THCA
Gene_51,0.1146555745752239,THCA
Gene_52,-0.1263220572382631,THCA
Gene_53,0.0712696693624131,THCA
Gene_54,-0.4060021357058928,THCA
Gene_55,0.0171776865387529,THCA
Gene_56,0.0249061044143138,THCA
Gene_57,0.0467826608028942,THCA
Gene_58,0.1281753283966156,THCA
Gene_59,-0.2092114358316575,THCA
Gene_60,-0.3145495708614754,THCA
Gene_61,-0.3061545375933324,THCA
Gene_62,0.2701413886514431,THCA
Gene_63,-0.0734847711108729,THCA
Gene_64,-0.0807043031577841,THCA
Gene_65,0.1670258934983517,THCA
Gene_66,0.0033915491056757,THCA
Gene_67,-0.2656943366948679,THCA
Gene_68,0.0310284318209373,THCA
Gene_69,0.1946166217287237,THCA
Gene_70,0.2951886564088531,THCA
Gene_71,-0.0354218050899732,THCA
Gene_72,0.2713211537045728,THCA
Gene_73,-0.042964964828901,THCA
Gene_74,0.1189812128261551,THCA
Gene_75,-0.3048905016431902,THCA
Gene_76,-0.3428972916323854,THCA
Gene_77,-0.3347345358735419,THCA
Gene_78,0.1150300644346547,THCA
Gene_79,0.2690340762602433,THCA
Gene_80,-0.032424074643915,THCA
Gene_81,-0.2505123092698423,THCA
Gene_82,0.0305047394141394,THCA
Gene_83,0.1785437342198656,THCA
Gene_84,0.0925635102649388,THCA
Gene_85,-0.0668415347380286,THCA
Gene_86,-0.0662690839994336,THCA
Gene_87,-0.0834727514739382,THCA
Gene_88,0.0697429486172976,THCA
Gene_89,0.0918102420822755,THCA
Gene_90,-0.0238940183029504,THCA
Gene_91,0.0452340272231885,THCA
Gene_92,-0.0178774044190746,THCA
Gene_93,0.0904460120284985,THCA
Gene_94,0.1234716673304985,THCA
Gene_95,0.0452687070850139,THCA
Gene_96,-0.1107840740181033,THCA
Gene_97,0.0807484811566931,THCA
Gene_98,-0.0784421956895866,THCA
Gene_99,0.2470732163794656,THCA
Gene_100,-0.2277619467103183,THCA
Gene_101,-0.090818128455401,THCA
Gene_102,-0.1654639404719511,THCA
Gene_103,-0.1219466679922937,THCA
Gene_104,-0.1285225239004743,THCA
Gene_105,-0.0807409105531518,THCA
Gene_106,0.1727332816801903,THCA
Gene_107,-0.3338684729516127,THCA
Gene_108,0.0951136794880161,THCA
Gene_109,-0.3737381087995214,THCA
Gene_110,0.0240538597732449,THCA
Gene_111,0.166474529507085,THCA
Gene_112,-0.0419966173681017,THCA
Gene_113,0.21968695405344,THCA
Gene_114,-0.2896385970278586,THCA
Gene_115,0.1231446327917967,THCA
Gene_116,0.0445775555864244,THCA
Gene_117,0.0572910403903467,THCA
Gene_118,0.1200646227965099,THCA
Gene_119,-0.2212915124281357,THCA
Gene_120,0.1548931002378239,THCA
Gene_121,0.0658119832311717,THCA
Gene_122,0.1928921627570378,THCA
Gene_123,0.2001001077004081,THCA
Gene_124,-0.1960782069916763,THCA
Gene_125,0.2468587907187419,THCA
Gene_126,0.0255991629155892,THCA
Gene_127,-0.1320398134387601,THCA
Gene_128,-0.1289020590564581,THCA
Gene_129,0.0040458405063105,THCA
Gene_130,0.0738730644307482,THCA
Gene_131,-0.0002836733347799,THCA
Gene_132,0.0628869160042664,THCA
Gene_133,-0.2178673539037013,THCA
Gene_134,-0.0206958332192429,THCA
Gene_135,0.2325262013950773,THCA
Gene_136,-0.0289837363519119,THCA
Gene_137,-0.2331110927294135,THCA
Gene_138,0.1761397552256103,THCA
Gene_139,0.1434388439777783,THCA
Gene_140,0.1539766908875109,THCA
Gene_141,0.1092040277384646,THCA
Gene_142,-0.0754634045320757,THCA
Gene_143,-0.1738641595167827,THCA
Gene_144,0.0674212247487476,THCA
Gene_145,0.0454213148316622,THCA
Gene_146,-0.4067238642835186,THCA
Gene_147,-0.3071487088962411,THCA
Gene_148,-0.0241707837666471,THCA
Gene_149,0.1101023476098522,THCA
Gene_150,-0.2315928351412541,THCA
Gene_151,0.1374152005527338,THCA
Gene_152,0.1275268542591535,THCA
Gene_153,-0.0831854652899633,THCA
Gene_154,-0.0259880300630039,THCA
Gene_155,0.0254543624664665,THCA
Gene_156,0.1213384947196412,THCA
Gene_157,0.0432797467856354,THCA
Gene_0,0.0633395442846411,OV
Gene_1,0.0813039529088161,OV
Gene_2,-0.1598861209595575,OV
Gene_3,0.0744110175031365,OV
Gene_4,-0.3985406088877579,OV
Gene_5,-0.1307806934755308,OV
Gene_6,-0.3150532428121051,OV
Gene_7,-0.1053087488203323,OV
Gene_8,-0.0375107605350737,OV
Gene_9,-0.0538461918766931,OV
Gene_10,-0.1148659982790714,OV
Gene_11,0.041575133012676,OV
Gene_12,-0.0990335760592607,OV
Gene_13,0.0067265484837125,OV
Gene_14,0.0479926143961462,OV
Gene_15,-0.3875746288013357,OV
Gene_16,-0.1215792577498534,OV
Gene_17,-0.1813295187468754,OV
Gene_18,-0.0587833261190885,OV
Gene_19,-0.4985468673459595,OV
Gene_20,-0.0250216512772389,OV
Gene_21,-0.2600912492156818,OV
Gene_22,-0.3784814076792638,OV
Gene_23,-0.0303185728307059,OV
Gene_24,-0.0228714690513691,OV
Gene_25,-0.172339671327029,OV
Gene_26,-0.0484366098358682,OV
Gene_27,-0.3496310442019711,OV
Gene_28,-0.1695999575712705,OV
Gene_29,-0.1035272225056493,OV
Gene_30,0.0934192232983108,OV
Gene_31,-0.0110730349917125,OV
Gene_32,-0.3541246447982777,OV
Gene_33,-0.0546855194215996,OV
Gene_34,-0.1088795593365151,OV
Gene_35,-0.2265920981009334,OV
Gene_36,0.099977274295375,OV
Gene_37,-0.2187790489298374,OV
Gene_38,-0.1561616585787532,OV
Gene_39,0.0693137333162494,OV
Gene_40,0.1653066437804179,OV
Gene_41,0.1430021133098153,OV
Gene_42,-0.5441879398197275,OV
Gene_43,-0.1386203093059129,OV
Gene_44,-0.1677690505989328,OV
Gene_45,-0.0876641397367072,OV
Gene_46,0.1381108425997229,OV
Gene_47,-0.2182428798133128,OV
Gene_48,-0.2724994342047278,OV
Gene_49,-0.1073685797886605,OV
Gene_50,0.061713770564752,OV
Gene_51,0.0127189639329361,OV
Gene_52,-0.1309645445751989,OV
Gene_53,-0.0450610824725492,OV
Gene_54,-0.4850722377618716,OV
Gene_55,-0.076015822830833,OV
Gene_56,0.0010009509303665,OV
Gene_57,-0.0897842871743929,OV
Gene_58,-0.0445690118466932,OV
Gene_59,-0.4288659772426809,OV
Gene_60,-0.4306508211701668,OV
Gene_61,-0.50195397919907,OV
Gene_62,0.0647337151164854,OV
Gene_63,0.0776190109793573,OV
Gene_64,-0.0309821488679938,OV
Gene_65,0.1106552578884241,OV
Gene_66,-0.0282279296131015,OV
Gene_67,-0.1402243629939343,OV
Gene_68,-0.0060800631349864,OV
Gene_69,-0.2434114084945743,OV
Gene_70,-0.0198655579901102,OV
Gene_71,-0.0145549778092742,OV
Gene_72,0.1770200251790687,OV
Gene_73,-0.149053251407641,OV
Gene_74,-0.1449640715077253,OV
Gene_75,-0.4134039242779941,OV
Gene_76,-0.1427581090947442,OV
Gene_77,-0.4178367467183492,OV
Gene_78,-0.0556711313994221,OV
Gene_79,0.2137639987244548,OV
Gene_80,-0.1010399338094178,OV
Gene_81,0.0313609091194529,OV
Gene_82,0.070374301844743,OV
Gene_83,0.1856868494775138,OV
Gene_84,-0.2965816654429892,OV
Gene_85,-0.1043216571584321,OV
Gene_86,-0.040687155424109,OV
Gene_87,-0.1585241411291672,OV
Gene_88,0.0607312954306441,OV
Gene_89,0.0476395753115994,OV
Gene_90,-0.0935082998243849,OV
Gene_91,0.0084652786510119,OV
Gene_92,0.0377672522584498,OV
Gene_93,-0.0466732319337629,OV
Gene_94,0.0123311319486199,OV
Gene_95,-0.176800416714629,OV
Gene_96,-0.0132105539119025,OV
Gene_97,-0.0316447750411265,OV
Gene_98,0.024961098869056,OV
Gene_99,0.09802054268964,OV
Gene_100,-0.028669179407075,OV
Gene_101,-0.0861738665860623,OV
Gene_102,-0.1274892749650895,OV
Gene_103,0.1153516395633713,OV
Gene_104,-0.4760679918380538,OV
Gene_105,-0.08228306071084,OV
Gene_106,-0.0849748780954624,OV
Gene_107,-0.2936302592518894,OV
Gene_108,0.1326272996666168,OV
Gene_109,-0.1723221552055324,OV
Gene_110,0.0247441169850932,OV
Gene_111,0.0358289766480731,OV
Gene_112,0.0110215548635933,OV
Gene_113,-0.0694736417678712,OV
Gene_114,-0.3113465843927852,OV
Gene_115,0.0679594993883419,OV
Gene_116,-0.0655210806572134,OV
Gene_117,-0.0249990265905665,OV
Gene_118,0.1022076089285023,OV
Gene_119,-0.2884042260458387,OV
Gene_120,0.1712555289780084,OV
Gene_121,0.1406954940657357,OV
Gene_122,-0.1061681092682687,OV
Gene_123,-0.0121093855936331,OV
Gene_124,-0.2163379249754219,OV
Gene_125,0.1757692036429331,OV
Gene_126,0.0534997783491337,OV
Gene_127,-0.308370610344751,OV
Gene_128,-0.5184442075822366,OV
Gene_129,-0.0713778281614012,OV
Gene_130,-0.2106676432478954,OV
Gene_131,-0.3638592480579886,OV
Gene_132,-0.0336170203653369,OV
Gene_133,-0.4262449852925186,OV
Gene_134,-0.3175926313805425,OV
Gene_135,0.2624042972326315,OV
Gene_136,-0.1280826942244486,OV
Gene_137,-0.2163079185459957,OV
Gene_138,0.1286530896538689,OV
Gene_139,-0.0485185339412496,OV
Gene_140,0.0063494085396898,OV
Gene_141,0.1004618249589393,OV
Gene_142,-0.2856484429018824,OV
Gene_143,-0.4144839024471173,OV
Gene_144,-0.0116745983198367,OV
Gene_145,0.2078028476284567,OV
Gene_146,-0.3343067042479983,OV
Gene_147,-0.1904776311905688,OV
Gene_148,-0.1383286048233218,OV
Gene_149,-0.0456134013744827,OV
Gene_150,-0.0354502751147762,OV
Gene_151,0.126245121480978,OV
Gene_152,0.0927964493040587,OV
Gene_153,-0.1133142264285878,OV
Gene_154,-0.2406689714194844,OV
Gene_155,-0.0538860713358346,OV
Gene_156,0.0411462852211025,OV
Gene_157,0.035292824583602,OV
Gene_0,0.1220242202462691,STAD
Gene_1,0.1562656534341996,STAD
Gene_2,-0.2189568399491192,STAD
Gene_3,-0.0370155806688303,STAD
Gene_4,-0.4604905354165395,STAD
Gene_5,-0.4813559682512501,STAD
Gene_6,-0.3219097537078018,STAD
Gene_7,-0.0965563714653145,STAD
Gene_8,0.2328072264945921,STAD
Gene_9,-0.1886877221557205,STAD
Gene_10,0.0285952561904607,STAD
Gene_11,-0.2833628033860247,STAD
Gene_12,-0.2070070252137027,STAD
Gene_13,-0.0571292793259083,STAD
Gene_14,-0.3102368350394019,STAD
Gene_15,0.0104214707425309,STAD
Gene_16,0.0463439687752329,STAD
Gene_17,-0.4749707513290331,STAD
Gene_18,0.14208437252871,STAD
Gene_19,-0.4901515496390003,STAD
Gene_20,0.0818185384655236,STAD
Gene_21,-0.1703452945849874,STAD
Gene_22,-0.48406246815026,STAD
Gene_23,0.2231629252943277,STAD
Gene_24,0.2795531794394868,STAD
Gene_25,-0.4155987173114491,STAD
Gene_26,-0.4452511680379821,STAD
Gene_27,-0.3803572425712905,STAD
Gene_28,-0.1615043846892545,STAD
Gene_29,-0.1052773160118422,STAD
Gene_30,0.1773515319871036,STAD
Gene_31,0.2123349893872425,STAD
Gene_32,-0.4277709501167392,STAD
Gene_33,-0.3516751121531657,STAD
Gene_34,-0.3745444467333311,STAD
Gene_35,-0.2591874838583214,STAD
Gene_36,-0.0782281550782207,STAD
Gene_37,0.1179343291656037,STAD
Gene_38,-0.0183077684671475,STAD
Gene_39,0.1416336440671957,STAD
Gene_40,0.195833037952379,STAD
Gene_41,0.0805293448191708,STAD
Gene_42,-0.4824001112220358,STAD
Gene_43,-0.4618535238838485,STAD
Gene_44,0.085914398336049,STAD
Gene_45,0.1025121577660571,STAD
Gene_46,0.1863403254413305,STAD
Gene_47,-0.1171747275995983,STAD
Gene_48,-0.0182970708381321,STAD
Gene_49,-0.3430088145694762,STAD
Gene_50,-0.1278015618022668,STAD
Gene_51,-0.0508932878529175,STAD
Gene_52,0.2346011860460849,STAD
Gene_53,0.257900878459069,STAD
Gene_54,-0.509911249106873,STAD
Gene_55,0.2509681736674211,STAD
Gene_56,0.1873579117187817,STAD
Gene_57,-0.2143385692692638,STAD
Gene_58,0.0480087393709127,STAD
Gene_59,-0.1782026946070577,STAD
Gene_60,-0.2169828215658187,STAD
Gene_61,-0.5810287059424929,STAD
Gene_62,0.1210105983583098,STAD
Gene_63,-0.4658764849526604,STAD
Gene_64,0.0807479298879313,STAD
Gene_65,0.2798615165717815,STAD
Gene_66,-0.2429782562434943,STAD
Gene_67,-0.0366423624319773,STAD
Gene_68,0.1666720845088653,STAD
Gene_69,-0.2718331404264227,STAD
Gene_70,0.2055863688741358,STAD
Gene_71,0.1686355363458232,STAD
Gene_72,0.2590360686857074,STAD
Gene_73,0.0376886814286591,STAD
Gene_74,0.0282818154967235,STAD
Gene_75,-0.4153668791428816,STAD
